Fecha,Pais,Contagios,Recuperados,Muertos
2020-01-22,China,547,28,17
2020-01-23,China,1082,58,34
2020-01-24,China,916,36,26
2020-01-25,China,1399,39,42
2020-01-26,China,2062,49,56
2020-01-27,China,2863,58,82
2020-01-28,China,5494,101,131
2020-01-29,China,6070,120,133
2020-01-30,China,8124,135,171
2020-01-31,China,9783,214,213
2020-02-01,China,11871,275,259
2020-02-02,China,16607,463,361
2020-02-03,China,19693,614,425
2020-02-04,China,23680,843,490
2020-02-05,China,27409,1115,562
2020-02-06,China,30553,1476,632
2020-02-07,China,34075,1998,717
2020-02-08,China,36778,2595,804
2020-02-09,China,39790,3218,904
2020-02-10,China,42306,3917,1011
2020-02-11,China,44327,4635,1111
2020-02-12,China,44699,5079,1116
2020-02-13,China,59832,6213,1368
2020-02-14,China,66292,7973,1520
2020-02-15,China,68347,9294,1662
2020-02-16,China,70446,10748,1765
2020-02-17,China,72364,12455,1863
2020-02-18,China,74139,14199,2002
2020-02-19,China,74546,15952,2114
2020-02-20,China,74999,18002,2236
2020-02-21,China,75472,18693,2236
2020-02-22,China,76922,22687,2441
2020-02-23,China,76938,23170,2443
2020-02-24,China,77152,24990,2593
2020-02-25,China,77660,27650,2663
2020-02-26,China,78065,30053,2715
2020-02-27,China,78498,32898,2744
2020-02-28,China,78824,36291,2788
2020-02-29,China,79251,39279,2835
2020-03-01,China,79826,42118,2870
2020-03-02,China,80026,44810,2912
2020-03-03,China,80151,47404,2945
2020-03-04,China,80271,49955,2981
2020-03-05,China,80422,52240,3013
2020-03-06,China,80573,53888,3042
2020-03-07,China,80652,55478,3070
2020-03-08,China,80699,57320,3097
2020-03-09,China,80735,58735,3120
2020-03-10,China,80757,60106,3136
2020-03-11,China,80921,61644,3161
2020-03-12,China,80932,62901,3172
2020-03-13,China,80945,64196,3180
2020-03-14,China,80977,65660,3193
2020-03-15,China,81003,67017,3203
2020-03-16,China,81033,67910,3217
2020-03-17,China,81058,68798,3230
2020-03-18,China,81102,69755,3241
2020-03-19,China,81156,70535,3249
2020-03-20,China,81250,71266,3253
2020-03-21,China,81305,71857,3259
2020-03-22,China,81397,72362,3265
2020-03-23,China,81496,72819,3274
2020-03-24,China,81591,73274,3281
2020-03-25,China,81661,73767,3285
2020-03-26,China,81782,74175,3291
2020-03-27,China,81897,74714,3296
2020-03-28,China,81999,75094,3299
2020-03-29,China,82122,75576,3304
2020-03-30,China,82198,75917,3308
2020-03-31,China,82279,76200,3309
2020-04-01,China,82361,76399,3316
2020-04-02,China,82432,76565,3322
2020-04-03,China,82511,76760,3326
2020-04-04,China,82543,76946,3330
2020-04-05,China,82602,77207,3333
2020-04-06,China,82665,77310,3335
2020-04-07,China,82718,77410,3335
2020-04-08,China,82809,77567,3337
2020-04-09,China,82883,77679,3339
2020-04-10,China,82941,77791,3340
2020-04-11,China,83014,77877,3343
2020-04-12,China,83134,77956,3343
2020-04-13,China,83213,78039,3345
2020-04-14,China,83306,78200,3345
2020-04-15,China,83356,78311,3346
2020-04-16,China,83403,78401,3346
2020-04-17,China,83760,77552,4636
2020-04-18,China,83787,77614,4636
2020-04-19,China,83805,77690,4636
2020-04-20,China,83817,77745,4636
2020-04-21,China,83853,77799,4636
2020-04-22,China,83868,77861,4636
2020-04-23,China,83884,77983,4636
2020-04-24,China,83899,78109,4636
2020-04-25,China,83909,78175,4636
2020-04-26,China,83912,78277,4637
2020-04-27,China,83918,78374,4637
2020-04-28,China,83940,78422,4637
2020-04-29,China,83944,78474,4637
2020-04-30,China,83956,78523,4637
2020-05-01,China,83959,78573,4637
2020-05-02,China,83959,78586,4637
2020-05-03,China,83964,78684,4637
2020-05-04,China,83966,78792,4637
2020-05-05,China,83968,78870,4637
2020-05-06,China,83970,78929,4637
2020-05-07,China,83975,78977,4637
2020-05-08,China,83976,78993,4637
2020-05-09,China,83990,79127,4637
2020-05-10,China,84010,79167,4637
2020-05-11,China,84011,79198,4637
2020-05-12,China,84018,79222,4637
2020-05-13,China,84024,79246,4637
2020-05-14,China,84029,79261,4637
2020-05-15,China,84038,79281,4637
2020-05-16,China,84044,79293,4638
2020-05-17,China,84054,79306,4638
2020-05-18,China,84063,79310,4638
2020-05-19,China,84063,79310,4638
2020-05-20,China,84063,79310,4638
2020-05-21,China,84063,79310,4638
2020-05-22,China,84081,79332,4638
2020-05-23,China,84084,79335,4638
2020-05-24,China,84095,79343,4638
2020-05-25,China,84102,79352,4638
2020-05-26,China,84103,79358,4638
2020-05-27,China,84106,79367,4638
2020-05-28,China,84106,79371,4638
2020-05-29,China,84123,79382,4638
2020-05-30,China,84128,79386,4638
2020-05-31,China,84146,79389,4638
2020-06-01,China,84154,79398,4638
2020-06-02,China,84161,79400,4638
2020-06-03,China,84160,79404,4638
2020-06-04,China,84171,79415,4638
2020-06-05,China,84177,79420,4638
2020-06-06,China,84186,79424,4638
2020-06-07,China,84191,79434,4638
2020-06-08,China,84195,79444,4638
2020-06-09,China,84198,79451,4638
2020-06-10,China,84209,79456,4638
2020-06-11,China,84216,79464,4638
2020-06-12,China,84228,79472,4638
2020-06-13,China,84286,79475,4638
2020-06-14,China,84335,79482,4638
2020-06-15,China,84378,79489,4638
2020-06-16,China,84422,79493,4638
2020-06-17,China,84458,79510,4638
2020-06-18,China,84494,79515,4638
2020-06-19,China,84494,79515,4638
2020-06-20,China,84553,79534,4639
2020-06-21,China,84572,79535,4639
2020-06-22,China,84624,79547,4639
2020-06-23,China,84653,79555,4640
2020-06-24,China,84673,79562,4640
2020-06-25,China,84701,79572,4641
2020-06-26,China,84725,79580,4641
2020-06-27,China,84743,79591,4641
2020-06-28,China,84757,79609,4641
2020-06-29,China,84780,79619,4641
2020-06-30,China,84785,79632,4641
2020-07-01,China,84816,79650,4641
2020-07-02,China,84830,79665,4641
2020-07-03,China,84838,79680,4641
2020-07-04,China,84857,79706,4641
2020-07-05,China,84871,79718,4641
2020-07-06,China,84889,79725,4641
2020-07-07,China,84917,79754,4641
2020-07-08,China,84950,79802,4641
2020-07-09,China,84992,79802,4641
2020-07-10,China,84992,79802,4641
2020-07-11,China,85071,79876,4641
2020-07-12,China,85117,79907,4641
2020-07-13,China,85117,79907,4641
2020-07-14,China,85226,79967,4642
2020-07-15,China,85246,80005,4644
2020-07-16,China,85314,80018,4644
2020-07-17,China,85314,80018,4644
2020-07-18,China,85314,80018,4644
2020-07-19,China,85314,80018,4644
2020-07-20,China,85314,80018,4644
2020-07-21,China,85314,80018,4644
2020-07-22,China,85906,80244,4648
2020-07-23,China,86045,80297,4649
2020-07-24,China,86202,80341,4650
2020-07-25,China,86381,80409,4652
2020-07-26,China,86570,80459,4652
2020-07-27,China,86783,80466,4656
2020-07-28,China,86990,80517,4657
2020-07-29,China,87213,80594,4658
2020-07-30,China,87489,80680,4659
2020-07-31,China,87655,80787,4661
2020-08-01,China,87827,80907,4667
2020-08-02,China,87985,81018,4669
2020-08-03,China,88099,81113,4672
2020-08-04,China,88206,81234,4676
2020-08-05,China,88328,81417,4677
2020-08-06,China,88460,81592,4680
2020-08-07,China,88580,81788,4681
2020-08-08,China,88672,81969,4681
2020-08-09,China,88793,82125,4686
2020-08-10,China,88906,82247,4689
2020-08-11,China,88958,82440,4693
2020-08-12,China,89045,82633,4697
2020-08-13,China,89144,82804,4700
2020-08-14,China,89214,82956,4701
2020-08-15,China,89279,83108,4703
2020-08-16,China,89375,83200,4703
2020-08-17,China,89441,83283,4703
2020-08-18,China,89494,83408,4705
2020-08-19,China,89527,83566,4706
2020-08-20,China,89567,83663,4709
2020-08-21,China,89616,83793,4709
2020-08-22,China,89654,83924,4711
2020-08-23,China,89695,83988,4711
2020-08-24,China,89718,84058,4711
2020-08-25,China,89752,84168,4712
2020-08-26,China,89784,84251,4713
2020-08-27,China,89814,84335,4715
2020-08-28,China,89836,84419,4718
2020-08-29,China,89863,84484,4721
2020-08-30,China,89895,84546,4722
2020-08-31,China,89914,84594,4723
2020-09-01,China,89933,84652,4724
2020-09-02,China,89953,84695,4727
2020-09-03,China,89986,84737,4728
2020-09-04,China,90008,84782,4728
2020-09-05,China,90025,84837,4728
2020-09-06,China,90058,84873,4730
2020-09-07,China,90078,84900,4732
2020-09-08,China,90087,84932,4733
2020-09-09,China,90100,84957,4733
2020-09-10,China,90127,85005,4733
2020-09-11,China,90145,85025,4733
2020-09-12,China,90168,85054,4734
2020-09-13,China,90197,85086,4734
2020-09-14,China,90219,85101,4735
2020-09-15,China,90235,85129,4736
2020-09-16,China,90253,85155,4736
2020-09-17,China,90294,85181,4736
2020-09-18,China,90311,85204,4737
2020-09-19,China,90334,85226,4737
2020-09-20,China,90369,85239,4737
2020-09-21,China,90381,85257,4737
2020-09-22,China,90399,85275,4737
2020-09-23,China,90409,85304,4738
2020-09-24,China,90424,85323,4738
2020-09-25,China,90441,85343,4739
2020-09-26,China,90456,85360,4739
2020-09-27,China,90483,85381,4739
2020-09-28,China,90505,85398,4739
2020-09-29,China,90528,85423,4739
2020-09-30,China,90545,85460,4739
2020-10-01,China,90567,85479,4739
2020-10-02,China,90584,85494,4739
2020-10-03,China,90604,85511,4739
2020-10-04,China,90629,85530,4739
2020-10-05,China,90652,85540,4739
2020-10-06,China,90667,85566,4739
2020-10-07,China,90687,85588,4739
2020-10-08,China,90728,85612,4739
2020-10-09,China,90751,85641,4739
2020-10-10,China,90778,85658,4739
2020-10-11,China,90812,85669,4739
2020-10-12,China,90830,85690,4739
2020-10-13,China,90858,85707,4739
2020-10-14,China,90869,85720,4739
2020-10-15,China,90905,85743,4739
2020-10-16,China,90925,85762,4739
2020-10-17,China,90955,85791,4739
2020-10-18,China,90972,85819,4739
2020-10-19,China,91006,85840,4739
2020-10-20,China,91022,85873,4739
2020-10-21,China,91044,85899,4739
2020-10-22,China,91073,85929,4739
2020-10-23,China,91108,85950,4739
2020-10-24,China,91128,85974,4739
2020-10-25,China,91151,86002,4739
2020-10-26,China,91175,86018,4739
2020-10-27,China,91222,86031,4739
2020-10-28,China,91271,86049,4739
2020-10-29,China,91299,86082,4739
2020-10-30,China,91339,86111,4739
2020-10-31,China,91366,86135,4739
2020-11-01,China,91397,86162,4739
2020-11-02,China,91452,86189,4739
2020-11-03,China,91478,86212,4739
2020-11-04,China,91509,86241,4740
2020-11-05,China,91552,86264,4741
2020-11-06,China,91591,86301,4741
2020-11-07,China,91622,86344,4741
2020-11-08,China,91665,86369,4741
2020-11-09,China,91693,86393,4741
2020-11-10,China,91719,86421,4742
2020-11-11,China,91752,86451,4742
2020-11-12,China,91783,86488,4742
2020-11-13,China,91807,86518,4742
2020-11-14,China,91828,86543,4742
2020-11-15,China,91850,86572,4742
2020-11-16,China,91872,86616,4742
2020-11-17,China,91885,86667,4742
2020-11-18,China,91906,86700,4742
2020-11-19,China,91935,86727,4742
2020-11-20,China,91977,86751,4742
2020-11-21,China,92037,86769,4742
2020-11-22,China,92116,86792,4742
2020-11-23,China,92211,86816,4742
2020-11-24,China,92296,86847,4742
2020-11-25,China,92402,86888,4742
2020-11-26,China,92488,86900,4742
2020-11-27,China,92586,86937,4742
2020-11-28,China,92681,86968,4743
2020-11-29,China,92814,86998,4743
2020-11-30,China,92902,87017,4743
2020-12-01,China,92993,87051,4743
2020-12-02,China,93113,87101,4744
2020-12-03,China,93221,87147,4745
2020-12-04,China,93348,87204,4746
2020-12-05,China,93467,87259,4746
2020-12-06,China,93577,87331,4746
2020-12-07,China,93670,87404,4746
2020-12-08,China,93782,87483,4746
2020-12-09,China,93898,87582,4748
2020-12-10,China,94025,87707,4748
2020-12-11,China,94124,87815,4748
2020-12-12,China,94217,87944,4749
2020-12-13,China,94328,88041,4751
2020-12-14,China,94427,88122,4754
2020-12-15,China,94537,88211,4757
2020-12-16,China,94626,88326,4757
2020-12-17,China,94734,88429,4759
2020-12-18,China,94821,88538,4763
2020-12-19,China,94953,88666,4763
2020-12-20,China,95050,88781,4764
2020-12-21,China,95150,88861,4765
2020-12-22,China,95228,88963,4766
2020-12-23,China,95298,89104,4767
2020-12-24,China,95383,89205,4769
2020-12-25,China,95460,89330,4770
2020-12-26,China,95541,89423,4770
2020-12-27,China,95632,89518,4771
2020-12-28,China,95720,89586,4775
2020-12-29,China,95797,89697,4777
2020-12-30,China,95876,89813,4781
2020-12-31,China,95963,89923,4782
2021-01-01,China,96023,90031,4782
2021-01-02,China,96086,90099,4784
2021-01-03,China,96160,90159,4784
2021-01-04,China,96246,90213,4787
2021-01-05,China,96310,90306,4787
2021-01-06,China,96398,90400,4788
2021-01-07,China,96484,90478,4788
2021-01-08,China,96562,90543,4789
2021-01-09,China,96690,90630,4791
2021-01-10,China,96824,90697,4792
2021-01-11,China,96920,90772,4793
2021-01-12,China,97095,90857,4794
2021-01-13,China,97275,90953,4796
2021-01-14,China,97448,91026,4796
2021-01-15,China,97616,91100,4796
2021-01-16,China,97775,91158,4797
2021-01-17,China,97939,91205,4797
2021-01-18,China,98164,91263,4798
2021-01-19,China,98323,91322,4800
2021-01-20,China,98544,91382,4801
2021-01-21,China,98786,91382,4803
2021-01-22,China,98886,91526,4803
2021-01-23,China,99047,91609,4803
2021-01-24,China,99247,91709,4804
2021-01-25,China,99402,91775,4807
2021-01-26,China,99541,91920,4809
2021-01-27,China,99655,92076,4811
2021-01-28,China,99746,92223,4813
2021-01-29,China,99848,92321,4814
2021-01-30,China,99968,92622,4815
2021-01-31,China,100063,92779,4817
2021-02-01,China,100127,92891,4818
2021-02-02,China,100177,93060,4820
2021-02-03,China,100226,93280,4821
2021-02-04,China,100268,93459,4822
2021-02-05,China,100318,93606,4822
2021-02-06,China,100348,93752,4822
2021-02-07,China,100389,93883,4822
2021-02-08,China,100435,93989,4822
2021-02-09,China,100475,94147,4824
2021-02-10,China,100494,94288,4825
2021-02-11,China,100527,94413,4827
2021-02-12,China,100559,94536,4828
2021-02-13,China,100578,94641,4829
2021-02-14,China,100599,94728,4829
2021-02-15,China,100624,94796,4829
2021-02-16,China,100639,94875,4831
2021-02-17,China,100666,94960,4833
2021-02-18,China,100684,95034,4833
2021-02-19,China,100705,95110,4833
2021-02-20,China,100727,95181,4833
2021-02-21,China,100758,95241,4833
2021-02-22,China,100784,95293,4833
2021-02-23,China,100808,95332,4833
2021-02-24,China,100832,95462,4834
2021-02-25,China,100851,95518,4834
2021-02-26,China,100885,95561,4834
2021-02-27,China,100924,95605,4834
2021-02-28,China,100965,95649,4835
2021-03-01,China,100990,95681,4836
2021-03-02,China,101013,95721,4836
2021-03-03,China,101037,95755,4836
2021-03-04,China,101055,95778,4837
2021-03-05,China,101076,95804,4837
2021-03-06,China,101097,95835,4838
2021-03-07,China,101132,95851,4838
2021-03-08,China,101149,95869,4838
2021-03-09,China,101175,95903,4838
2021-03-10,China,101194,95923,4839
2021-03-11,China,101225,95951,4839
2021-03-12,China,101292,95972,4839
2021-03-13,China,101349,96011,4839
2021-03-14,China,101378,96040,4839
2021-03-15,China,101421,96060,4839
2021-03-16,China,101443,96087,4839
2021-03-17,China,101460,96123,4839
2021-03-18,China,101481,96154,4839
2021-03-19,China,101498,96173,4839
2021-03-20,China,101518,96208,4839
2021-03-21,China,101533,96231,4839
2021-03-22,China,101560,96269,4839
2021-03-23,China,101582,96314,4840
2021-03-24,China,101603,96346,4840
2021-03-25,China,101623,96390,4840
2021-03-26,China,101646,96433,4841
2021-03-27,China,101663,96452,4841
2021-03-28,China,101676,96478,4841
2021-03-29,China,101692,96504,4841
2021-03-30,China,101710,96518,4841
2021-03-31,China,101732,96537,4841
2021-04-01,China,101754,96558,4841
2021-04-02,China,101799,96583,4841
2021-04-03,China,101821,96605,4841
2021-04-04,China,101861,96619,4841
2021-04-05,China,101901,96642,4841
2021-04-06,China,101920,96660,4841
2021-04-07,China,101953,96675,4841
2021-04-08,China,101984,96693,4841
2021-04-09,China,102012,96715,4843
2021-04-10,China,102027,96729,4843
2021-04-11,China,102056,96749,4843
2021-04-12,China,102078,96768,4843
2021-04-13,China,102103,96788,4844
2021-04-14,China,102118,96809,4845
2021-04-15,China,102135,96827,4845
2021-04-16,China,102167,96839,4845
2021-04-17,China,102201,96855,4845
2021-04-18,China,102242,96877,4845
2021-04-19,China,102264,96895,4845
2021-04-20,China,102293,96935,4845
2021-04-21,China,102300,96958,4845
2021-04-22,China,102333,96989,4845
2021-04-23,China,102351,97008,4845
2021-04-24,China,102367,97033,4845
2021-04-25,China,102384,97055,4845
2021-04-26,China,102399,97070,4845
2021-04-27,China,102419,97097,4845
2021-04-28,China,102446,97123,4845
2021-04-29,China,102474,97144,4845
2021-04-30,China,102494,97175,4845
2021-05-01,China,102517,97206,4846
2021-05-02,China,102530,97232,4846
2021-05-03,China,102549,97249,4846
2021-05-04,China,102560,97266,4846
2021-05-05,China,102571,97287,4846
2021-05-06,China,102586,97312,4846
2021-05-07,China,102596,97332,4846
2021-05-08,China,102613,97357,4846
2021-05-09,China,102625,97377,4846
2021-05-10,China,102643,97390,4846
2021-05-11,China,102660,97413,4846
2021-05-12,China,102671,97435,4846
2021-05-13,China,102681,97454,4846
2021-05-14,China,102696,97479,4846
2021-05-15,China,102717,97491,4846
2021-05-16,China,102746,97519,4846
2021-05-17,China,102769,97543,4846
2021-05-18,China,102784,97560,4846
2021-05-19,China,102797,97578,4846
2021-05-20,China,102822,97596,4846
2021-05-21,China,102833,97600,4846
2021-05-22,China,102853,97621,4846
2021-05-23,China,102873,97632,4846
2021-05-24,China,102890,97656,4846
2021-05-25,China,102905,97672,4846
2021-05-26,China,102925,97685,4846
2021-05-27,China,102932,97707,4846
2021-05-28,China,102948,97726,4846
2021-05-29,China,102960,97737,4846
2021-05-30,China,102987,97756,4846
2021-05-31,China,103014,97770,4846
2021-06-01,China,103045,97788,4846
2021-06-02,China,103069,97795,4846
2021-06-03,China,103094,97813,4846
2021-06-04,China,103119,97825,4846
2021-06-05,China,103150,97854,4846
2021-06-06,China,103176,97863,4846
2021-06-07,China,103216,97890,4846
2021-06-08,China,103235,97902,4846
2021-06-09,China,103261,97923,4846
2021-06-10,China,103285,97938,4846
2021-06-11,China,103320,97956,4846
2021-06-12,China,103357,97979,4846
2021-06-13,China,103380,97993,4846
2021-06-14,China,103401,98003,4846
2021-06-15,China,103424,98020,4846
2021-06-16,China,103444,98036,4846
2021-06-17,China,103467,98051,4846
2021-06-18,China,103501,98084,4846
2021-06-19,China,103525,98104,4846
2021-06-20,China,103543,98114,4846
2021-06-21,China,103571,98148,4846
2021-06-22,China,103602,98172,4846
2021-06-23,China,103620,98211,4846
2021-06-24,China,103651,98243,4846
2021-06-25,China,103680,98280,4847
2021-06-26,China,103696,98309,4846
2021-06-27,China,103724,98331,4846
2021-06-28,China,103745,98353,4846
2021-06-29,China,103755,98368,4847
2021-06-30,China,103769,98399,4847
2021-07-01,China,103791,98420,4847
2021-07-02,China,103825,98450,4847
2021-07-03,China,103841,98468,4847
2021-07-04,China,103866,98492,4847
2021-07-05,China,103890,98527,4848
2021-07-06,China,103948,98549,4848
2021-07-07,China,103966,98579,4848
2021-07-08,China,103992,98603,4848
2021-07-09,China,104019,98619,4848
2021-07-10,China,104020,98590,4848
2021-07-11,China,104072,98660,4848
2021-07-12,China,104101,98682,4848
2021-07-13,China,104126,98700,4848
2021-07-14,China,104157,98727,4848
2021-07-15,China,104193,98739,4848
2021-07-16,China,104224,98769,4848
2021-07-17,China,104257,98796,4848
2021-07-18,China,104290,98811,4848
2021-07-19,China,104355,98837,4848
2021-07-20,China,104362,98798,4848
2021-07-21,China,104440,98881,4848
2021-07-22,China,104489,98906,4848
2021-07-23,China,104526,98903,4848
2021-07-24,China,104562,98950,4848
2021-07-25,China,104642,98979,4848
2021-07-26,China,104713,98999,4848
2021-07-27,China,104800,99022,4848
2021-07-28,China,104850,99048,4848
2021-07-29,China,104918,99070,4848
2021-07-30,China,104973,99091,4848
2021-07-31,China,105050,99119,4848
2021-08-01,China,105149,99150,4848
2021-08-02,China,105242,99172,4848
2021-08-03,China,105346,99187,4848
2021-08-04,China,105433,99228,4848
2020-01-22,USA,1,0,0
2020-01-23,USA,1,0,0
2020-01-24,USA,2,0,0
2020-01-25,USA,2,0,0
2020-01-26,USA,5,0,0
2020-01-27,USA,5,0,0
2020-01-28,USA,5,0,0
2020-01-29,USA,5,0,0
2020-01-30,USA,5,0,0
2020-01-31,USA,6,0,0
2020-02-01,USA,8,0,0
2020-02-02,USA,8,0,0
2020-02-03,USA,11,0,0
2020-02-04,USA,11,0,0
2020-02-05,USA,12,0,0
2020-02-06,USA,12,0,0
2020-02-07,USA,12,0,0
2020-02-08,USA,12,0,0
2020-02-09,USA,12,3,0
2020-02-10,USA,12,3,0
2020-02-11,USA,13,3,0
2020-02-12,USA,13,3,0
2020-02-13,USA,15,3,0
2020-02-14,USA,15,3,0
2020-02-15,USA,15,3,0
2020-02-16,USA,15,3,0
2020-02-17,USA,15,3,0
2020-02-18,USA,15,3,0
2020-02-19,USA,15,3,0
2020-02-20,USA,15,3,0
2020-02-21,USA,35,5,0
2020-02-22,USA,35,5,0
2020-02-23,USA,35,5,0
2020-02-24,USA,53,5,0
2020-02-25,USA,53,6,0
2020-02-26,USA,59,6,0
2020-02-27,USA,60,6,0
2020-02-28,USA,62,7,0
2020-02-29,USA,70,7,1
2020-03-01,USA,76,7,1
2020-03-02,USA,101,7,6
2020-03-03,USA,122,8,7
2020-03-04,USA,153,8,11
2020-03-05,USA,221,8,12
2020-03-06,USA,278,8,14
2020-03-07,USA,417,8,17
2020-03-08,USA,537,8,21
2020-03-09,USA,605,8,22
2020-03-10,USA,959,8,28
2020-03-11,USA,1281,8,36
2020-03-12,USA,1663,12,40
2020-03-13,USA,2179,12,47
2020-03-14,USA,2726,12,54
2020-03-15,USA,3499,12,63
2020-03-16,USA,4632,17,85
2020-03-17,USA,6421,17,108
2020-03-18,USA,7786,106,118
2020-03-19,USA,13680,108,200
2020-03-20,USA,19101,147,244
2020-03-21,USA,25514,171,307
2020-03-22,USA,33918,0,443
2020-03-23,USA,43754,0,582
2020-03-24,USA,53876,348,720
2020-03-25,USA,65961,361,962
2020-03-26,USA,83973,681,1227
2020-03-27,USA,101867,869,1602
2020-03-28,USA,121692,1072,2078
2020-03-29,USA,141098,2665,2503
2020-03-30,USA,162133,5644,3016
2020-03-31,USA,188417,7024,3899
2020-04-01,USA,213650,8474,4864
2020-04-02,USA,243856,9001,6046
2020-04-03,USA,275986,9707,7212
2020-04-04,USA,309209,14652,8591
2020-04-05,USA,337470,17448,9839
2020-04-06,USA,367115,19581,11088
2020-04-07,USA,396653,21763,13029
2020-04-08,USA,429678,23559,14998
2020-04-09,USA,462016,25410,16761
2020-04-10,USA,497055,28790,18854
2020-04-11,USA,526808,31270,20741
2020-04-12,USA,555658,32988,22380
2020-04-13,USA,580930,43482,23926
2020-04-14,USA,608017,47763,26231
2020-04-15,USA,636876,52096,28709
2020-04-16,USA,668157,54703,33325
2020-04-17,USA,700241,58545,37204
2020-04-18,USA,732697,64840,39063
2020-04-19,USA,759495,70337,41117
2020-04-20,USA,784824,72329,42623
2020-04-21,USA,812576,75204,44886
2020-04-22,USA,841117,77366,47096
2020-04-23,USA,869954,80203,50397
2020-04-24,USA,906154,99079,52410
2020-04-25,USA,939099,100372,54236
2020-04-26,USA,966392,106988,55441
2020-04-27,USA,988984,111424,56851
2020-04-28,USA,1013496,115936,58933
2020-04-29,USA,1041025,120720,61421
2020-04-30,USA,1070488,153947,63307
2020-05-01,USA,1104691,164015,65275
2020-05-02,USA,1133576,175382,66858
2020-05-03,USA,1158859,180152,68244
2020-05-04,USA,1181277,187180,69521
2020-05-05,USA,1205428,189791,71558
2020-05-06,USA,1229809,189910,73772
2020-05-07,USA,1258204,195036,75992
2020-05-08,USA,1285206,198993,77517
2020-05-09,USA,1311126,212534,79120
2020-05-10,USA,1330677,216169,79937
2020-05-11,USA,1349027,232733,81122
2020-05-12,USA,1371262,230287,82788
2020-05-13,USA,1392010,243430,84484
2020-05-14,USA,1419022,246414,86258
2020-05-15,USA,1444125,250747,87880
2020-05-16,USA,1469160,268376,89092
2020-05-17,USA,1488256,272265,89963
2020-05-18,USA,1509949,283178,90803
2020-05-19,USA,1530327,289392,92277
2020-05-20,USA,1553435,294312,93775
2020-05-21,USA,1578909,298418,94999
2020-05-22,USA,1602815,350135,96256
2020-05-23,USA,1624155,361239,97333
2020-05-24,USA,1644622,366736,97979
2020-05-25,USA,1663640,379157,98519
2020-05-26,USA,1682562,384902,99215
2020-05-27,USA,1701037,391508,100666
2020-05-28,USA,1723667,399991,101773
2020-05-29,USA,1748095,406446,102937
2020-05-30,USA,1772316,416461,103909
2020-05-31,USA,1791873,444758,104545
2020-06-01,USA,1812667,458231,105302
2020-06-02,USA,1833918,463868,106253
2020-06-03,USA,1853832,479258,107251
2020-06-04,USA,1875213,485002,108266
2020-06-05,USA,1905475,491706,109396
2020-06-06,USA,1928230,500849,110099
2020-06-07,USA,1946476,506367,110562
2020-06-08,USA,1964167,518522,111030
2020-06-09,USA,1982413,524860,111975
2020-06-10,USA,2004015,533504,112884
2020-06-11,USA,2026805,540292,113741
2020-06-12,USA,2052539,547386,114588
2020-06-13,USA,2078319,556606,115332
2020-06-14,USA,2097526,561816,115659
2020-06-15,USA,2117422,576334,116052
2020-06-16,USA,2141178,583503,116863
2020-06-17,USA,2168101,592191,117613
2020-06-18,USA,2196226,599115,118309
2020-06-19,USA,2228258,606715,118964
2020-06-20,USA,2260846,617460,119521
2020-06-21,USA,2286116,622133,119806
2020-06-22,USA,2318725,640198,120245
2020-06-23,USA,2354931,647548,120974
2020-06-24,USA,2391037,656161,121705
2020-06-25,USA,2431604,663562,124127
2020-06-26,USA,2477552,670809,124764
2020-06-27,USA,2519216,679308,125271
2020-06-28,USA,2560117,685164,125572
2020-06-29,USA,2601716,705203,125915
2020-06-30,USA,2646909,720631,127129
2020-07-01,USA,2698360,729994,127778
2020-07-02,USA,2753492,781970,128470
2020-07-03,USA,2806615,790404,129147
2020-07-04,USA,2851872,894325,129437
2020-07-05,USA,2901747,906763,129744
2020-07-06,USA,2948085,924148,130101
2020-07-07,USA,3008798,936476,131240
2020-07-08,USA,3068467,953420,132017
2020-07-09,USA,3130818,969111,133022
2020-07-10,USA,3198973,983185,133824
2020-07-11,USA,3259009,995576,134544
2020-07-12,USA,3317630,1006326,134982
2020-07-13,USA,3376344,1031939,135416
2020-07-14,USA,3444894,1049098,136309
2020-07-15,USA,3512930,1075882,137265
2020-07-16,USA,3588671,1090645,138217
2020-07-17,USA,3660789,1107204,139115
2020-07-18,USA,3724329,1122720,139963
2020-07-19,USA,3785480,1131121,140410
2020-07-20,USA,3847022,1160087,140829
2020-07-21,USA,3911963,1182018,141896
2020-07-22,USA,3982265,1210849,143094
2020-07-23,USA,4050432,1233269,144187
2020-07-24,USA,4124694,1261624,145394
2020-07-25,USA,4188969,1279414,146348
2020-07-26,USA,4245157,1297863,146880
2020-07-27,USA,4301840,1325804,148004
2020-07-28,USA,4368573,1355363,149267
2020-07-29,USA,4440145,1389425,150643
2020-07-30,USA,4508096,1414155,152008
2020-07-31,USA,4576765,1438160,153275
2020-08-01,USA,4634008,1461885,154386
2020-08-02,USA,4679979,1468689,154832
2020-08-03,USA,4726274,1513446,155421
2020-08-04,USA,4785459,1528979,156730
2020-08-05,USA,4839286,1577851,158183
2020-08-06,USA,4898780,1598624,160022
2020-08-07,USA,4958391,1623870,161272
2020-08-08,USA,5013400,1643118,162334
2020-08-09,USA,5060256,1656864,162855
2020-08-10,USA,5107902,1670755,163482
2020-08-11,USA,5156181,1714960,164505
2020-08-12,USA,5211756,1753760,166007
2020-08-13,USA,5262982,1774648,167079
2020-08-14,USA,5328324,1796326,168417
2020-08-15,USA,5376031,1818527,169418
